Q04841	Ensembl	ENSMUSG00000020287.16
Q60876	Ensembl	ENSMUSG00000031490.7
P70445	Ensembl	ENSMUSG00000020091.17
Q80VV3	Ensembl	ENSMUSG00000090264.2
Q9EST3	Ensembl	ENSMUSG00000020454.18
P10852	Ensembl	ENSMUSG00000010095.14
Q6W049	Ensembl	ENSMUSG00000073909.3
Q64264	Ensembl	ENSMUSG00000021721.6
P28334	Ensembl	ENSMUSG00000049511.6
Q61224	Ensembl	ENSMUSG00000070687.12
Q02284	Ensembl	ENSMUSG00000050783.6
P35363	Ensembl	ENSMUSG00000034997.6
Q02152	Ensembl	ENSMUSG00000026228.7
P34968	Ensembl	ENSMUSG00000041380.14
P23979	Ensembl	ENSMUSG00000032269.9
Q9JHJ5	Ensembl	ENSMUSG00000008590.5
P97288	Ensembl	ENSMUSG00000026322.10
P30966	Ensembl	ENSMUSG00000039106.7
Q9R1C8	Ensembl	ENSMUSG00000028747.11
P32304	Ensembl	ENSMUSG00000024798.16
Q91VK1	Ensembl	ENSMUSG00000020547.6
Q9CQC6	Ensembl	ENSMUSG00000051223.15
A3KFX0	Ensembl	ENSMUSG00000054958.7
Q91YE9	Ensembl	ENSMUSG00000020622.18
Q9D020	Ensembl	ENSMUSG00000029780.15
Q3UFY7	Ensembl	ENSMUSG00000017176.18
Q3V1L4	Ensembl	ENSMUSG00000025041.18
Q61503	Ensembl	ENSMUSG00000032420.9
Q9DCD0	Ensembl	ENSMUSG00000028961.16
Q9CQ60	Ensembl	ENSMUSG00000031807.11
P12961	Ensembl	ENSMUSG00000023236.8
P53368	Ensembl	ENSMUSG00000036639.13
Q3UKZ7	Ensembl	ENSMUSG00000073568.3
Q8C0J2	Ensembl	ENSMUSG00000026289.16
Q6KAU8	Ensembl	ENSMUSG00000047767.18
Q60590	Ensembl	ENSMUSG00000039196.3
P07361	Ensembl	ENSMUSG00000061540.4
P07758	Ensembl	ENSMUSG00000066366.15
P22599	Ensembl	ENSMUSG00000071178.12
Q00897	Ensembl	ENSMUSG00000071177.5
Q00898	Ensembl	ENSMUSG00000072849.11
Q19LI2	Ensembl	ENSMUSG00000022347.9
Q5YD48	Ensembl	ENSMUSG00000052595.9
Q61247	Ensembl	ENSMUSG00000038224.13
Q6GQT1	Ensembl	ENSMUSG00000030111.10
Q3V1N9	Ensembl	ENSMUSG00000028794.14
Q67BJ4	Ensembl	ENSMUSG00000047878.14
Q14BT6	Ensembl	ENSMUSG00000037953.8
P12023	Ensembl	ENSMUSG00000022892.12
Q3UD01	Ensembl	ENSMUSG00000074748.4
Q60612	Ensembl	ENSMUSG00000042429.10
Q60613	Ensembl	ENSMUSG00000020178.7
Q60614	Ensembl	ENSMUSG00000018500.3
P63115	Ensembl	ENSMUSG00000030495.13
Q99PG0	Ensembl	ENSMUSG00000027761.5
P58742	Ensembl	ENSMUSG00000036678.9
Q9D2R0	Ensembl	ENSMUSG00000029482.5
Q9WVM8	Ensembl	ENSMUSG00000057228.7
Q8R2R3	Ensembl	ENSMUSG00000037257.9
Q3UHJ0	Ensembl	ENSMUSG00000057230.15
Q9R078	Ensembl	ENSMUSG00000029513.15
Q6PAM0	Ensembl	ENSMUSG00000038205.13
O54950	Ensembl	ENSMUSG00000067713.8
Q91WG5	Ensembl	ENSMUSG00000028944.15
Q8BGM7	Ensembl	ENSMUSG00000006542.14
Q8R0P4	Ensembl	ENSMUSG00000035642.17
Q5EG47	Ensembl	ENSMUSG00000050697.10
Q8BRK8	Ensembl	ENSMUSG00000028518.9
Q9D2V5	Ensembl	ENSMUSG00000027628.11
Q811W1	Ensembl	ENSMUSG00000068522.5
Q3THG9	Ensembl	ENSMUSG00000075528.14
Q99K67	Ensembl	ENSMUSG00000029695.14
Q7TSV6	Ensembl	ENSMUSG00000039720.8
P05201	Ensembl	ENSMUSG00000025190.14
Q9JKX4	Ensembl	ENSMUSG00000018697.15
P05202	Ensembl	ENSMUSG00000031672.9
Q99JW1	Ensembl	ENSMUSG00000003346.15
Q7M759	Ensembl	ENSMUSG00000047368.5
Q8VCV1	Ensembl	ENSMUSG00000038459.11
Q8R5A3	Ensembl	ENSMUSG00000026786.15
Q8K442	Ensembl	ENSMUSG00000041828.17
Q8K440	Ensembl	ENSMUSG00000020620.15
P41233	Ensembl	ENSMUSG00000015243.5
Q8R420	Ensembl	ENSMUSG00000024130.17
O35600	Ensembl	ENSMUSG00000028125.15
Q8K448	Ensembl	ENSMUSG00000018800.15
Q8K441	Ensembl	ENSMUSG00000044749.14
Q91V24	Ensembl	ENSMUSG00000035722.16
Q8K449	Ensembl	ENSMUSG00000041797.8
E9Q876	Ensembl	ENSMUSG00000050296.15
Q5SSE9	Ensembl	ENSMUSG00000004668.15
E9PX95	Ensembl	ENSMUSG00000035435.18
B5X0E4	Ensembl	ENSMUSG00000072791.12
Q9DC29	Ensembl	ENSMUSG00000026198.16
Q61102	Ensembl	ENSMUSG00000031333.8
Q9JJ59	Ensembl	ENSMUSG00000029408.14
Q9JI39	Ensembl	ENSMUSG00000031974.9
Q9QY30	Ensembl	ENSMUSG00000027048.17
P70170	Ensembl	ENSMUSG00000030249.16
P48410	Ensembl	ENSMUSG00000031378.15
Q61285	Ensembl	ENSMUSG00000055782.10
P55096	Ensembl	ENSMUSG00000028127.11
O89016	Ensembl	ENSMUSG00000021240.7
P61222	Ensembl	ENSMUSG00000058355.9
Q6P542	Ensembl	ENSMUSG00000038762.16
Q99LE6	Ensembl	ENSMUSG00000028953.11
Q8K268	Ensembl	ENSMUSG00000003234.17
Q64343	Ensembl	ENSMUSG00000024030.8
Q99P81	Ensembl	ENSMUSG00000029299.15
Q91WA9	Ensembl	ENSMUSG00000032131.17
Q99PE8	Ensembl	ENSMUSG00000040505.14
Q9DBM0	Ensembl	ENSMUSG00000024254.16
Q99LR1	Ensembl	ENSMUSG00000032046.16
Q8C1A9	Ensembl	ENSMUSG00000037818.18
P51908	Ensembl	ENSMUSG00000040613.15
Q9WV35	Ensembl	ENSMUSG00000040694.5
Q99J72	Ensembl	ENSMUSG00000009585.19
Q497M3	Ensembl	ENSMUSG00000055547.5
Q5F2F2	Ensembl	ENSMUSG00000000686.12
Q9QXM0	Ensembl	ENSMUSG00000039202.13
Q91ZH7	Ensembl	ENSMUSG00000002475.17
Q8VD66	Ensembl	ENSMUSG00000040997.15
Q9DBL9	Ensembl	ENSMUSG00000032540.17
Q8R2Y0	Ensembl	ENSMUSG00000025277.15
Q8R0P8	Ensembl	ENSMUSG00000007950.10
Q6PE15	Ensembl	ENSMUSG00000033157.18
Q8K4F5	Ensembl	ENSMUSG00000040532.15
Q80UX8	Ensembl	ENSMUSG00000040396.13
Q9Z1Q2	Ensembl	ENSMUSG00000007036.16
Q80YU0	Ensembl	ENSMUSG00000055882.9
Q8CBW3	Ensembl	ENSMUSG00000058835.15
P62484	Ensembl	ENSMUSG00000026782.16
Q8BYZ1	Ensembl	ENSMUSG00000018381.16
Q80ZQ9	Ensembl	ENSMUSG00000038827.12
P00520	Ensembl	ENSMUSG00000026842.17
Q8K4G5	Ensembl	ENSMUSG00000025085.17
Q8BL65	Ensembl	ENSMUSG00000029095.18
Q69ZX8	Ensembl	ENSMUSG00000032735.16
Q8BUZ1	Ensembl	ENSMUSG00000042895.7
Q8BPZ8	Ensembl	ENSMUSG00000035234.19
Q5SSL4	Ensembl	ENSMUSG00000017631.20
Q9QYL7	Ensembl	ENSMUSG00000036376.4
Q7TQI7	Ensembl	ENSMUSG00000032724.6
Q6GQW0	Ensembl	ENSMUSG00000020042.16
Q5SWU9	Ensembl	ENSMUSG00000020532.19
E9Q4Z2	Ensembl	ENSMUSG00000042010.17
Q8JZN5	Ensembl	ENSMUSG00000027710.15
P45952	Ensembl	ENSMUSG00000062908.13
Q07417	Ensembl	ENSMUSG00000029545.14
P50544	Ensembl	ENSMUSG00000018574.15
Q8K2H4	Ensembl	ENSMUSG00000001588.13
Q6ZQK5	Ensembl	ENSMUSG00000049076.13
Q99J27	Ensembl	ENSMUSG00000027822.17
Q5XG73	Ensembl	ENSMUSG00000026781.18
Q9D061	Ensembl	ENSMUSG00000033701.14
Q9D258	Ensembl	ENSMUSG00000026644.8
Q99PU5	Ensembl	ENSMUSG00000032281.12
Q2XU92	Ensembl	ENSMUSG00000024207.9
P31786	Ensembl	ENSMUSG00000026385.17
Q8K370	Ensembl	ENSMUSG00000029456.13
Q9DBL1	Ensembl	ENSMUSG00000030861.16
Q5EE38	Ensembl	ENSMUSG00000038000.11
Q8R0I0	Ensembl	ENSMUSG00000015405.16
D0G895	Ensembl	ENSMUSG00000101605.2
Q8R4X1	Ensembl	ENSMUSG00000045019.5
Q8VD53	Ensembl	ENSMUSG00000038007.15
Q9D099	Ensembl	ENSMUSG00000030760.15
P21836	Ensembl	ENSMUSG00000023328.15
P09470	Ensembl	ENSMUSG00000020681.15
Q91X60	Ensembl	ENSMUSG00000022041.11
Q8R4G9	Ensembl	ENSMUSG00000032303.9
O70174	Ensembl	ENSMUSG00000027577.15
Q2MKA5	Ensembl	ENSMUSG00000035594.11
Q9R0W9	Ensembl	ENSMUSG00000031491.11
P49582	Ensembl	ENSMUSG00000030525.9
P04756	Ensembl	ENSMUSG00000027107.4
Q9ERK7	Ensembl	ENSMUSG00000027950.8
Q8BMN3	Ensembl	ENSMUSG00000031492.14
Q8R493	Ensembl	ENSMUSG00000035200.8
P09690	Ensembl	ENSMUSG00000041189.10
P02716	Ensembl	ENSMUSG00000026251.14
P20782	Ensembl	ENSMUSG00000014609.17
Q9JIX8	Ensembl	ENSMUSG00000022185.20
Q9D1Z3	Ensembl	ENSMUSG00000039065.12
O08707	Ensembl	ENSMUSG00000044534.9
P56485	Ensembl	ENSMUSG00000044337.6
Q924I3	Ensembl	ENSMUSG00000079355.6
A2AKE7	Ensembl	ENSMUSG00000078129.4
Q9Z2N8	Ensembl	ENSMUSG00000027671.15
Q99MR0	Ensembl	ENSMUSG00000029712.15
Q9QY84	Ensembl	ENSMUSG00000070979.6
Q9QY83	Ensembl	ENSMUSG00000070980.5
Q91V92	Ensembl	ENSMUSG00000020917.18
P12657	Ensembl	ENSMUSG00000032773.10
Q9ERZ4	Ensembl	ENSMUSG00000045613.10
Q9ERZ3	Ensembl	ENSMUSG00000046159.17
P32211	Ensembl	ENSMUSG00000040495.5
Q920H4	Ensembl	ENSMUSG00000074939.4
Q8R519	Ensembl	ENSMUSG00000026348.8
A2AKK5	Ensembl	ENSMUSG00000070985.4
Q8BGG9	Ensembl	ENSMUSG00000060317.10
Q32MW3	Ensembl	ENSMUSG00000047565.6
Q8VHQ9	Ensembl	ENSMUSG00000034853.17
Q9DBK0	Ensembl	ENSMUSG00000021620.5
Q9CQR4	Ensembl	ENSMUSG00000006717.8
P13516	Ensembl	ENSMUSG00000037071.4
P28271	Ensembl	ENSMUSG00000028405.10
Q99KI0	Ensembl	ENSMUSG00000022477.14
O55137	Ensembl	ENSMUSG00000072949.7
Q9QYR9	Ensembl	ENSMUSG00000021226.8
Q9QYR7	Ensembl	ENSMUSG00000021228.16
Q8BWN8	Ensembl	ENSMUSG00000052392.6
Q6Q2Z6	Ensembl	ENSMUSG00000042540.13
Q32Q92	Ensembl	ENSMUSG00000043487.5
P58137	Ensembl	ENSMUSG00000017307.17
Q9R0X4	Ensembl	ENSMUSG00000025287.16
Q9R0H0	Ensembl	ENSMUSG00000020777.17
Q9QXD1	Ensembl	ENSMUSG00000021751.14
Q9EPL9	Ensembl	ENSMUSG00000029098.18
Q9DBS4	Ensembl	ENSMUSG00000027380.11
Q8BX37	Ensembl	ENSMUSG00000037469.12
Q8R146	Ensembl	ENSMUSG00000032590.15
Q9CR21	Ensembl	ENSMUSG00000030869.12
Q3V140	Ensembl	ENSMUSG00000072770.10
P23578	Ensembl	ENSMUSG00000022622.6
Q99NB1	Ensembl	ENSMUSG00000027452.12
Q9QXG4	Ensembl	ENSMUSG00000027605.19
Q8VCW8	Ensembl	ENSMUSG00000076435.4
Q3URE1	Ensembl	ENSMUSG00000015016.9
Q80WC9	Ensembl	ENSMUSG00000055923.17
P41216	Ensembl	ENSMUSG00000018796.14
Q9CZW4	Ensembl	ENSMUSG00000032883.16
Q9QUJ7	Ensembl	ENSMUSG00000031278.13
Q8JZR0	Ensembl	ENSMUSG00000024981.7
Q91WC3	Ensembl	ENSMUSG00000020333.18
Q91VA0	Ensembl	ENSMUSG00000033533.15
Q8K0L3	Ensembl	ENSMUSG00000030945.18
Q3UNX5	Ensembl	ENSMUSG00000030935.16
Q80W40	Ensembl	ENSMUSG00000047026.10
Q8BGA8	Ensembl	ENSMUSG00000030972.7
Q14DH7	Ensembl	ENSMUSG00000035948.14
P62737	Ensembl	ENSMUSG00000035783.10
Q8BFZ3	Ensembl	ENSMUSG00000055194.4
P60710	Ensembl	ENSMUSG00000029580.15
P68033	Ensembl	ENSMUSG00000068614.8
P63260	Ensembl	ENSMUSG00000062825.16
Q64326	Ensembl	ENSMUSG00000045569.8
P63268	Ensembl	ENSMUSG00000059430.15
Q8CG27	Ensembl	ENSMUSG00000092519.3
J3QPC3	Ensembl	ENSMUSG00000078786.10
Q7TPR4	Ensembl	ENSMUSG00000015143.16
Q9JI91	Ensembl	ENSMUSG00000052374.17
O88990	Ensembl	ENSMUSG00000006457.5
P57780	Ensembl	ENSMUSG00000054808.16
P68134	Ensembl	ENSMUSG00000031972.6
Q9D9J3	Ensembl	ENSMUSG00000046615.3
Q9D9L5	Ensembl	ENSMUSG00000051276.5
Q8BXF8	Ensembl	ENSMUSG00000037737.7
Q8R5C5	Ensembl	ENSMUSG00000037351.10
P61164	Ensembl	ENSMUSG00000025228.6
Q61271	Ensembl	ENSMUSG00000000532.12
Q8K348	Ensembl	ENSMUSG00000026834.14
Q61288	Ensembl	ENSMUSG00000000530.17
P37172	Ensembl	ENSMUSG00000026836.16
Q8R3P0	Ensembl	ENSMUSG00000020774.10
Q91XE4	Ensembl	ENSMUSG00000024866.11
P56376	Ensembl	ENSMUSG00000008822.16
P56375	Ensembl	ENSMUSG00000060923.6
Q9R158	Ensembl	ENSMUSG00000048516.3
Q8BM81	Ensembl	ENSMUSG00000028593.6
O35598	Ensembl	ENSMUSG00000054693.15
Q9R1V4	Ensembl	ENSMUSG00000020926.17
Q61824	Ensembl	ENSMUSG00000054555.12
O88839	Ensembl	ENSMUSG00000028041.18
Q9Z0F8	Ensembl	ENSMUSG00000052593.17
Q9R157	Ensembl	ENSMUSG00000031552.14
O35674	Ensembl	ENSMUSG00000011256.17
P97718	Ensembl	ENSMUSG00000045875.14
Q9JI76	Ensembl	ENSMUSG00000008438.4
Q9R1V6	Ensembl	ENSMUSG00000040537.18
Q9R1V7	Ensembl	ENSMUSG00000025964.16
Q9R160	Ensembl	ENSMUSG00000046723.5
Q9JLN6	Ensembl	ENSMUSG00000014725.17
Q01338	Ensembl	ENSMUSG00000033717.7
P30545	Ensembl	ENSMUSG00000058620.6
Q01337	Ensembl	ENSMUSG00000045318.7
Q8K410	Ensembl	ENSMUSG00000037437.19
Q923W9	Ensembl	ENSMUSG00000027318.18
Q5SUE7	Ensembl	ENSMUSG00000027719.16
Q9D5P4	Ensembl	ENSMUSG00000024266.9
Q80SY6	Ensembl	ENSMUSG00000027259.16
Q60718	Ensembl	ENSMUSG00000022039.7
F8VQ03	Ensembl	ENSMUSG00000031553.17
Q3TTE0	Ensembl	ENSMUSG00000031554.19
O35227	Ensembl	ENSMUSG00000022056.10
Q05910	Ensembl	ENSMUSG00000025473.17
Q8R2V5	Ensembl	ENSMUSG00000020709.16
Q9JHI2	Ensembl	ENSMUSG00000031949.18
Q6P6J0	Ensembl	ENSMUSG00000019808.9
Q6PAT0	Ensembl	ENSMUSG00000113640.2
Q6PAT0	Ensembl	ENSMUSG00000035370.10
P03958	Ensembl	ENSMUSG00000017697.4
Q9D0L4	Ensembl	ENSMUSG00000021044.16
A2A7Z8	Ensembl	ENSMUSG00000078507.2
O88444	Ensembl	ENSMUSG00000020431.6
Q8VHH7	Ensembl	ENSMUSG00000020654.16
Q91WF3	Ensembl	ENSMUSG00000022220.15
P84309	Ensembl	ENSMUSG00000022840.10
P51829	Ensembl	ENSMUSG00000031659.14
P97490	Ensembl	ENSMUSG00000022376.9
P51830	Ensembl	ENSMUSG00000005580.12
Q8C0T9	Ensembl	ENSMUSG00000026567.17
Q9QYC0	Ensembl	ENSMUSG00000029106.15
Q9QYB8	Ensembl	ENSMUSG00000030000.11
Q9QYB5	Ensembl	ENSMUSG00000025026.16
Q9R0X2	Ensembl	ENSMUSG00000022057.9
G3UZ78	Ensembl	ENSMUSG00000050994.22
P00329	Ensembl	ENSMUSG00000074207.11
Q9QYY9	Ensembl	ENSMUSG00000037797.15
Q64437	Ensembl	ENSMUSG00000055301.9
P28474	Ensembl	ENSMUSG00000028138.9
Q8R400	Ensembl	ENSMUSG00000044405.5
Q8R2Z0	Ensembl	ENSMUSG00000023571.5
Q60994	Ensembl	ENSMUSG00000022878.6
Q8VC66	Ensembl	ENSMUSG00000036825.13
P55264	Ensembl	ENSMUSG00000039197.11
Q60813	Ensembl	ENSMUSG00000072647.7
Q8R534	Ensembl	ENSMUSG00000062438.5
Q7TNK8	Ensembl	ENSMUSG00000054136.7
P97297	Ensembl	ENSMUSG00000030790.16
Q8CHC8	Ensembl	ENSMUSG00000053950.11
Q9Z103	Ensembl	ENSMUSG00000051149.16
Q9CQF6	Ensembl	ENSMUSG00000025894.12
P54923	Ensembl	ENSMUSG00000002844.10
Q99KS6	Ensembl	ENSMUSG00000020910.17
Q8CG72	Ensembl	ENSMUSG00000042558.17
P34971	Ensembl	ENSMUSG00000035283.6
P18762	Ensembl	ENSMUSG00000045730.5
P25962	Ensembl	ENSMUSG00000031489.16
Q9JKV1	Ensembl	ENSMUSG00000039041.16
Q61578	Ensembl	ENSMUSG00000018861.9
Q9D1K7	Ensembl	ENSMUSG00000027327.17
P48962	Ensembl	ENSMUSG00000031633.5
P51881	Ensembl	ENSMUSG00000016319.4
Q3V132	Ensembl	ENSMUSG00000069041.9
Q8C138	Ensembl	ENSMUSG00000058022.16
P46656	Ensembl	ENSMUSG00000032051.10
Q640N1	Ensembl	ENSMUSG00000020473.14
Q9Z248	Ensembl	ENSMUSG00000030232.20
Q6PDY2	Ensembl	ENSMUSG00000057134.8
A2AJA7	Ensembl	ENSMUSG00000026941.17
Q9CZI9	Ensembl	ENSMUSG00000030609.19
O54826	Ensembl	ENSMUSG00000026743.17
Q8BZI0	Ensembl	ENSMUSG00000033032.16
Q5DTU0	Ensembl	ENSMUSG00000025083.19
P97783	Ensembl	ENSMUSG00000053192.10
A2AM29	Ensembl	ENSMUSG00000028496.18
Q9QZQ1	Ensembl	ENSMUSG00000068036.17
O89020	Ensembl	ENSMUSG00000029369.18
Q80YS6	Ensembl	ENSMUSG00000029094.13
O55112	Ensembl	ENSMUSG00000031189.13
P51827	Ensembl	ENSMUSG00000037138.19
Q9ESC8	Ensembl	ENSMUSG00000049470.14
Q3V384	Ensembl	ENSMUSG00000038302.15
Q3UMC0	Ensembl	ENSMUSG00000027722.15
A0A7N9VSG0	Ensembl	ENSMUSG00000118663.1
Q920A7	Ensembl	ENSMUSG00000031967.16
Q8JZQ2	Ensembl	ENSMUSG00000024527.11
Q80WT5	Ensembl	ENSMUSG00000049659.16
Q3UGP8	Ensembl	ENSMUSG00000075470.3
P51569	Ensembl	ENSMUSG00000031266.8
Q8BXK8	Ensembl	ENSMUSG00000055013.17
Q3UHD9	Ensembl	ENSMUSG00000025422.11
Q8K2K6	Ensembl	ENSMUSG00000026159.14
Q80WC7	Ensembl	ENSMUSG00000029722.16
Q7TN31	Ensembl	ENSMUSG00000021681.9
Q9ESW4	Ensembl	ENSMUSG00000029916.12
Q9CYR6	Ensembl	ENSMUSG00000056131.14
Q8CJG1	Ensembl	ENSMUSG00000041530.18
Q8CJG0	Ensembl	ENSMUSG00000036698.12
Q8CJF9	Ensembl	ENSMUSG00000028842.16
Q8CJF8	Ensembl	ENSMUSG00000042500.12
O88312	Ensembl	ENSMUSG00000020581.12
Q8R3W7	Ensembl	ENSMUSG00000036231.6
Q8C4G9	Ensembl	ENSMUSG00000025475.18
Q91ZV8	Ensembl	ENSMUSG00000031486.16
Q7TT36	Ensembl	ENSMUSG00000029090.13
Q3UHD1	Ensembl	ENSMUSG00000034730.19
Q8CGM1	Ensembl	ENSMUSG00000028782.15
Q80ZF8	Ensembl	ENSMUSG00000033569.18
Q80T32	Ensembl	ENSMUSG00000044017.17
Q61549	Ensembl	ENSMUSG00000004730.16
Q91ZE5	Ensembl	ENSMUSG00000032915.7
Q8VEC3	Ensembl	ENSMUSG00000041293.6
E9Q4J9	Ensembl	ENSMUSG00000057899.8
Q58Y75	Ensembl	ENSMUSG00000067642.12
G5E8Q8	Ensembl	ENSMUSG00000056492.7
Q8K209	Ensembl	ENSMUSG00000031785.17
Q8CJ12	Ensembl	ENSMUSG00000031298.16
Q8R0T6	Ensembl	ENSMUSG00000060470.8
B7ZCC9	Ensembl	ENSMUSG00000053852.12
Q3V3Z3	Ensembl	ENSMUSG00000061577.13
Q6F3F9	Ensembl	ENSMUSG00000039116.8
Q8BM96	Ensembl	ENSMUSG00000022755.5
A2ASQ1	Ensembl	ENSMUSG00000041936.19
Q80TR1	Ensembl	ENSMUSG00000013033.17
Q80TS3	Ensembl	ENSMUSG00000037605.18
Q923X1	Ensembl	ENSMUSG00000039167.13
P56473	Ensembl	ENSMUSG00000005705.11
Q8VHN7	Ensembl	ENSMUSG00000069170.15
O35423	Ensembl	ENSMUSG00000026272.7
Q3UEG6	Ensembl	ENSMUSG00000089678.9
P35374	Ensembl	ENSMUSG00000068122.11
P29754	Ensembl	ENSMUSG00000049115.16
P29755	Ensembl	ENSMUSG00000054988.11
Q6PAL7	Ensembl	ENSMUSG00000037692.15
Q8BK64	Ensembl	ENSMUSG00000021037.8
Q8N9S3	Ensembl	ENSMUSG00000020288.14
Q9CY02	Ensembl	ENSMUSG00000121605.1
Q9WVE0	Ensembl	ENSMUSG00000040627.15
Q8C4Q6	Ensembl	ENSMUSG00000042901.11
Q9EQX4	Ensembl	ENSMUSG00000001864.14
O70200	Ensembl	ENSMUSG00000024397.15
Q9Z0X1	Ensembl	ENSMUSG00000036932.15
Q3TY86	Ensembl	ENSMUSG00000022763.19
Q9D8B1	Ensembl	ENSMUSG00000019806.14
Q91VJ1	Ensembl	ENSMUSG00000037860.16
P31230	Ensembl	ENSMUSG00000028029.12
Q8R010	Ensembl	ENSMUSG00000029610.14
P46660	Ensembl	ENSMUSG00000034336.4
Q924K1	Ensembl	ENSMUSG00000040554.11
O08915	Ensembl	ENSMUSG00000024847.16
Q9Z0E3	Ensembl	ENSMUSG00000000731.16
Q499E6	Ensembl	ENSMUSG00000044730.18
A2ALI5	Ensembl	ENSMUSG00000039546.10
A2AJA9	Ensembl	ENSMUSG00000029419.9
Q91XC0	Ensembl	ENSMUSG00000022178.12
A2A3V1	Ensembl	ENSMUSG00000059708.13
Q9JII6	Ensembl	ENSMUSG00000028692.15
Q8VC28	Ensembl	ENSMUSG00000021213.13
Q91WR5	Ensembl	ENSMUSG00000021207.10
Q8VCX1	Ensembl	ENSMUSG00000038641.13
O88845	Ensembl	ENSMUSG00000047804.16
Q9WTQ5	Ensembl	ENSMUSG00000038587.11
O55074	Ensembl	ENSMUSG00000039166.17
Q7TN79	Ensembl	ENSMUSG00000039166.17
G3UWD5	Ensembl	ENSMUSG00000091636.3
O08715	Ensembl	ENSMUSG00000018428.16
O54931	Ensembl	ENSMUSG00000038729.25
O54931	Ensembl	ENSMUSG00000090053.10
O88987	Ensembl	ENSMUSG00000030344.12
Q60662	Ensembl	ENSMUSG00000050089.14
D3YVF0	Ensembl	ENSMUSG00000021057.16
Q9DBR0	Ensembl	ENSMUSG00000024045.7
Q8K023	Ensembl	ENSMUSG00000021214.15
Q9DCT1	Ensembl	ENSMUSG00000045410.19
Q14DN9	Ensembl	ENSMUSG00000047117.14
Q6ZPS6	Ensembl	ENSMUSG00000040351.12
Q9JJR5	Ensembl	ENSMUSG00000031023.6
Q9DCJ7	Ensembl	ENSMUSG00000065990.13
Q99LF1	Ensembl	ENSMUSG00000023075.10
B1AXD8	Ensembl	ENSMUSG00000028291.8
Q80VW7	Ensembl	ENSMUSG00000039158.12
E9Q394	Ensembl	ENSMUSG00000066406.17
P31750	Ensembl	ENSMUSG00000001729.15
Q60823	Ensembl	ENSMUSG00000004056.17
Q9WUA6	Ensembl	ENSMUSG00000019699.17
Q64362	Ensembl	ENSMUSG00000031667.17
Q9D1F4	Ensembl	ENSMUSG00000011096.18
Q8BIX3	Ensembl	ENSMUSG00000027122.16
P24549	Ensembl	ENSMUSG00000053279.9
Q62148	Ensembl	ENSMUSG00000013584.6
Q9JHW9	Ensembl	ENSMUSG00000015134.16
O35945	Ensembl	ENSMUSG00000024747.4
Q9CZS1	Ensembl	ENSMUSG00000035561.6
Q8R0Y6	Ensembl	ENSMUSG00000030088.16
Q8K009	Ensembl	ENSMUSG00000020256.15
P47739	Ensembl	ENSMUSG00000019102.11
P47740	Ensembl	ENSMUSG00000010025.20
Q80VQ0	Ensembl	ENSMUSG00000024885.10
E9Q3E1	Ensembl	ENSMUSG00000075296.6
J3QMK6	Ensembl	ENSMUSG00000037263.14
Q8CHT0	Ensembl	ENSMUSG00000028737.16
P30355	Ensembl	ENSMUSG00000060063.10
Q9DBF1	Ensembl	ENSMUSG00000053644.14
